positive  	{'Negative Emotion': 0, 'Positive Emotion': 15.0, 'liwc:positive': 1, 'UNI_awesome': 0.05, 'UNI_place': 0.05, 'UNI_eat': 0.05, 'UNI_friendly': 0.05, 'UNI_service': 0.05, 'UNI_i': 0.05, 'UNI_would': 0.05, 'UNI_return': 0.05, 'UNI_anytime': 0.05, 'UNI_tuesdays': 0.05, 'UNI_live': 0.05, 'UNI_music': 0.05, 'UNI_ca': 0.05, "UNI_n't": 0.05, 'UNI_beat': 0.05, 'UNI_the': 0.05, 'UNI_food': 0.05, 'UNI_great': 0.05, 'UNI_drinks': 0.05, 'UNI_strong': 0.05}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 7.142857142857143, 'liwc:positive': 1, 'UNI_we': 0.008, 'UNI_go': 0.016, 'UNI_pretty': 0.016, 'UNI_often': 0.008, 'UNI_since': 0.008, 'UNI_close': 0.008, 'UNI_plus': 0.016, 'UNI_love': 0.008, 'UNI_sushi': 0.04, 'UNI_chef': 0.008, 'UNI_eddie': 0.032, 'UNI_secretly': 0.008, 'UNI_call': 0.008, 'UNI_lover': 0.008, 'UNI_lol': 0.016, 'UNI_their': 0.008, 'UNI_tastes': 0.008, 'UNI_really': 0.016, 'UNI_good': 0.024, 'UNI_taste': 0.008, 'UNI_service': 0.008, 'UNI_consistent': 0.008, 'UNI_i': 0.056, 'UNI_usually': 0.008, 'UNI_order': 0.008, 'UNI_seaweed': 0.008, 'UNI_salad': 0.008, 'UNI_unagi': 0.008, 'UNI_roll': 0.008, 'UNI_baked': 0.008, 'UNI_green': 0.024, 'UNI_mussel': 0.008, 'UNI_hot': 0.008, 'UNI_tea': 0.024, 'UNI_iced': 0.008, 'UNI_by': 0.008, 'UNI_time': 0.016, 'UNI_finished': 0.008, 'UNI_meal': 0.016, 'UNI_cool': 0.008, 'UNI_enough': 0.008, 'UNI_sip': 0.008, 'UNI_my': 0.008, 'UNI_fiance': 0.008, 'UNI_marc': 0.008, 'UNI_big': 0.008, 'UNI_eater': 0.008, 'UNI_gets': 0.008, 'UNI_two': 0.008, 'UNI_spider': 0.008, 'UNI_rolls': 0.008, 'UNI_coke': 0.008, 'UNI_every': 0.008, 'UNI_his': 0.008, 'UNI_palate': 0.008, 'UNI_adventurous': 0.008, 'UNI_the': 0.024, 'UNI_prices': 0.008, 'UNI_staff': 0.008, 'UNI_friendly': 0.008, 'UNI_found': 0.008, 'UNI_bars': 0.008, 'UNI_bar': 0.016, 'UNI_quite': 0.008, 'UNI_large': 0.008, 'UNI_btw': 0.008, 'UNI_average': 0.008, 'UNI_us': 0.008, 'UNI_40': 0.008, 'UNI_pig': 0.008, 'UNI_split': 0.008, 'UNI_bottle': 0.008, 'UNI_cold': 0.008, 'UNI_ginger-flavored': 0.008, 'UNI_sake': 0.008, 'UNI_15.00': 0.008, 'UNI_took': 0.008, 'UNI_surprise': 0.008, 'UNI_strong': 0.008, 'UNI_exclaimed': 0.008, 'UNI_ca': 0.008, "UNI_n't": 0.008, 'UNI_feel': 0.008, 'UNI_face': 0.008, 'UNI_told': 0.008, 'UNI_trying': 0.008, 'UNI_get': 0.008, 'UNI_drunk': 0.008, 'UNI_if': 0.008, 'UNI_ever': 0.008, 'UNI_sit': 0.008, 'UNI_ask': 0.008, 'UNI_take': 0.008, 'UNI_care': 0.008, 'UNI_keep': 0.008, 'UNI_laughing': 0.008}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 4.477611940298507, 'liwc:positive': 1, 'UNI_my': 0.015625, 'UNI_experience': 0.015625, 'UNI_justin': 0.03125, 'UNI_wonderful-if': 0.015625, "UNI_n't": 0.015625, 'UNI_really': 0.015625, 'UNI_familiar': 0.015625, 'UNI_restaurant': 0.015625, 'UNI_owned': 0.015625, 'UNI_multi-million': 0.015625, 'UNI_dollar': 0.015625, 'UNI_man': 0.015625, 'UNI_p.diddy': 0.015625, 'UNI_boy': 0.015625, 'UNI_taste': 0.015625, 'UNI_something': 0.015625, 'UNI_else': 0.015625, 'UNI_the': 0.0625, 'UNI_food': 0.015625, 'UNI_soul-food': 0.015625, 'UNI_everything': 0.015625, 'UNI_puffy': 0.015625, 'UNI_fried': 0.015625, 'UNI_chicken': 0.015625, 'UNI_sweet': 0.015625, 'UNI_potato': 0.015625, 'UNI_etc': 0.015625, 'UNI_overall': 0.015625, 'UNI_professionalism': 0.015625, 'UNI_staff': 0.015625, 'UNI_remarkable': 0.015625, 'UNI_even': 0.03125, 'UNI_valet': 0.015625, 'UNI_parking': 0.015625, 'UNI_area': 0.03125, 'UNI_buckhead': 0.015625, 'UNI_atlanta': 0.03125, 'UNI_suburb': 0.015625, 'UNI_like': 0.015625, 'UNI_finest': 0.015625, 'UNI_shops': 0.015625, 'UNI_stores': 0.015625, 'UNI_around': 0.015625, 'UNI_people': 0.015625, 'UNI_kind': 0.015625, 'UNI_nice': 0.015625, 'UNI_wait': 0.015625, 'UNI_long': 0.015625, 'UNI_spacious': 0.015625, 'UNI_upscale': 0.015625, 'UNI_if': 0.015625, 'UNI_new': 0.015625, 'UNI_york': 0.015625, 'UNI_check': 0.015625, 'UNI_it': 0.015625, 'UNI_worth': 0.015625, 'UNI_wild': 0.015625}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 9.523809523809524, 'liwc:positive': 1, 'UNI_very': 0.047619047619047616, 'UNI_good': 0.047619047619047616, 'UNI_selection': 0.047619047619047616, 'UNI_mexican': 0.047619047619047616, 'UNI_foods': 0.047619047619047616, 'UNI_we': 0.09523809523809523, 'UNI_enchiladas': 0.047619047619047616, 'UNI_mole': 0.047619047619047616, 'UNI_chimichangas': 0.047619047619047616, 'UNI_chilis': 0.047619047619047616, 'UNI_rellenos': 0.047619047619047616, 'UNI_flan': 0.047619047619047616, 'UNI_dessert': 0.047619047619047616, 'UNI_plenty': 0.047619047619047616, 'UNI_food': 0.047619047619047616, 'UNI_prices': 0.047619047619047616, 'UNI_reasonable': 0.047619047619047616, 'UNI_definitely': 0.047619047619047616, 'UNI_go': 0.047619047619047616, 'UNI_back': 0.047619047619047616}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 3.225806451612903, 'liwc:positive': 1, 'UNI_our': 0.03225806451612903, 'UNI_dinner': 0.03225806451612903, 'UNI_possibility': 0.03225806451612903, 'UNI_disasterous': 0.03225806451612903, 'UNI_very': 0.03225806451612903, 'UNI_busy': 0.03225806451612903, 'UNI_time': 0.03225806451612903, 'UNI_needed': 0.03225806451612903, 'UNI_send': 0.03225806451612903, 'UNI_food': 0.03225806451612903, 'UNI_back': 0.03225806451612903, 'UNI_due': 0.03225806451612903, 'UNI_allergies': 0.03225806451612903, "UNI_n't": 0.03225806451612903, 'UNI_ask': 0.03225806451612903, 'UNI_dish': 0.06451612903225806, 'UNI_they': 0.03225806451612903, 'UNI_brought': 0.03225806451612903, 'UNI_another': 0.03225806451612903, 'UNI_comped': 0.03225806451612903, 'UNI_and': 0.03225806451612903, 'UNI_gave': 0.03225806451612903, 'UNI_us': 0.03225806451612903, 'UNI_three': 0.03225806451612903, 'UNI_free': 0.03225806451612903, 'UNI_deserts': 0.03225806451612903, 'UNI_table': 0.03225806451612903, 'UNI_incredible': 0.03225806451612903, 'UNI_staff': 0.03225806451612903, 'UNI_managment': 0.03225806451612903}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_beautiful': 0.16666666666666666, 'UNI_ambience': 0.16666666666666666, 'UNI_excellent': 0.16666666666666666, 'UNI_service': 0.16666666666666666, 'UNI_marvelous': 0.16666666666666666, 'UNI_food': 0.16666666666666666}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 3.225806451612903, 'liwc:positive': 1, 'UNI_this': 0.03225806451612903, 'UNI_independent': 0.03225806451612903, 'UNI_sandwich': 0.03225806451612903, 'UNI_shop': 0.03225806451612903, 'UNI_deli': 0.03225806451612903, 'UNI_specializes': 0.03225806451612903, 'UNI_healthy': 0.03225806451612903, 'UNI_wraps': 0.06451612903225806, 'UNI_salads': 0.03225806451612903, 'UNI_all': 0.03225806451612903, 'UNI_sandwiches': 0.03225806451612903, 'UNI_sliced': 0.03225806451612903, 'UNI_made': 0.03225806451612903, 'UNI_order': 0.03225806451612903, 'UNI_four': 0.03225806451612903, 'UNI_varieties': 0.03225806451612903, 'UNI_wrapps': 0.03225806451612903, 'UNI_available': 0.03225806451612903, 'UNI_contents': 0.03225806451612903, 'UNI_customized': 0.03225806451612903, 'UNI_per': 0.03225806451612903, 'UNI_customers': 0.03225806451612903, 'UNI_preferences': 0.03225806451612903, 'UNI_great': 0.03225806451612903, 'UNI_spot': 0.03225806451612903, 'UNI_lunch': 0.03225806451612903, 'UNI_eat': 0.03225806451612903, 'UNI_hit': 0.03225806451612903, 'UNI_road': 0.03225806451612903, 'UNI_tailgate': 0.03225806451612903}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 11.11111111111111, 'liwc:positive': 1, 'UNI_an': 0.1111111111111111, 'UNI_excellent': 0.1111111111111111, 'UNI_place': 0.1111111111111111, 'UNI_lunch': 0.1111111111111111, 'UNI_fine': 0.1111111111111111, 'UNI_diner': 0.1111111111111111, 'UNI_everything': 0.1111111111111111, 'UNI_top': 0.1111111111111111, 'UNI_notch': 0.1111111111111111}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.51063829787234, 'liwc:positive': 1, 'UNI_the': 0.06521739130434782, 'UNI_marlin': 0.021739130434782608, 'UNI_grill': 0.021739130434782608, 'UNI_fabulous': 0.021739130434782608, 'UNI_seafood': 0.021739130434782608, 'UNI_restaurant': 0.021739130434782608, 'UNI_located': 0.021739130434782608, 'UNI_baytowne': 0.021739130434782608, 'UNI_wharf-sandestin': 0.021739130434782608, 'UNI_resort': 0.021739130434782608, 'UNI_there': 0.021739130434782608, 'UNI_inside': 0.021739130434782608, 'UNI_well': 0.021739130434782608, 'UNI_patio': 0.043478260869565216, 'UNI_dining': 0.021739130434782608, 'UNI_quite': 0.021739130434782608, 'UNI_nice': 0.043478260869565216, 'UNI_able': 0.021739130434782608, 'UNI_people': 0.021739130434782608, 'UNI_watch': 0.021739130434782608, 'UNI_listen': 0.021739130434782608, 'UNI_live': 0.021739130434782608, 'UNI_music': 0.021739130434782608, 'UNI_nearby': 0.021739130434782608, 'UNI_establishments': 0.021739130434782608, 'UNI_food': 0.021739130434782608, 'UNI_outstanding': 0.021739130434782608, 'UNI_some': 0.021739130434782608, 'UNI_freshest': 0.021739130434782608, 'UNI_fish': 0.021739130434782608, 'UNI_ever': 0.021739130434782608, 'UNI_taste': 0.021739130434782608, 'UNI_a': 0.021739130434782608, 'UNI_treat': 0.021739130434782608, 'UNI_strolling': 0.021739130434782608, 'UNI_bread': 0.021739130434782608, 'UNI_basket': 0.021739130434782608, 'UNI_offering': 0.021739130434782608, 'UNI_unique': 0.021739130434782608, 'UNI_breads': 0.021739130434782608, 'UNI_rolls': 0.021739130434782608, 'UNI_butters': 0.021739130434782608}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.108108108108109, 'liwc:positive': 1, 'UNI_what': 0.027777777777777776, 'UNI_fabulous': 0.027777777777777776, 'UNI_meal': 0.027777777777777776, 'UNI_top': 0.027777777777777776, 'UNI_notch': 0.027777777777777776, 'UNI_food': 0.05555555555555555, 'UNI_staff': 0.027777777777777776, 'UNI_like': 0.027777777777777776, 'UNI_nanny': 0.027777777777777776, 'UNI_3': 0.027777777777777776, 'UNI_year': 0.027777777777777776, 'UNI_old': 0.027777777777777776, 'UNI_maui': 0.027777777777777776, 'UNI_onion': 0.027777777777777776, 'UNI_crusted': 0.027777777777777776, 'UNI_ahi': 0.027777777777777776, 'UNI_could': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_thing': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.027777777777777776, 'UNI_wife': 0.027777777777777776, 'UNI_pork': 0.027777777777777776, 'UNI_chop': 0.027777777777777776, 'UNI_2nd': 0.027777777777777776, 'UNI_view': 0.027777777777777776, 'UNI_ocean': 0.027777777777777776, 'UNI_good': 0.027777777777777776, 'UNI_eating': 0.027777777777777776, 'UNI_dark': 0.027777777777777776, 'UNI_cares': 0.027777777777777776}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 4.285714285714286, 'liwc:positive': 1, 'UNI_a': 0.014285714285714285, 'UNI_new': 0.014285714285714285, 'UNI_restaurant': 0.02857142857142857, 'UNI_specializing': 0.014285714285714285, 'UNI_north': 0.014285714285714285, 'UNI_indian': 0.014285714285714285, 'UNI_cusine': 0.014285714285714285, 'UNI_chefs': 0.014285714285714285, 'UNI_speciality': 0.014285714285714285, 'UNI_traditional': 0.02857142857142857, 'UNI_tikkas': 0.05714285714285714, 'UNI_boneless': 0.014285714285714285, 'UNI_chicken': 0.05714285714285714, 'UNI_lamb': 0.02857142857142857, 'UNI_marinated': 0.014285714285714285, 'UNI_skewer': 0.014285714285714285, 'UNI_cooked': 0.014285714285714285, 'UNI_tandoor': 0.014285714285714285, 'UNI_the': 0.07142857142857142, 'UNI_owner': 0.014285714285714285, 'UNI_inder': 0.014285714285714285, 'UNI_singh': 0.014285714285714285, 'UNI_friendly': 0.02857142857142857, 'UNI_makes': 0.014285714285714285, 'UNI_meanest': 0.014285714285714285, 'UNI_bay': 0.014285714285714285, 'UNI_area': 0.014285714285714285, 'UNI_succulent': 0.014285714285714285, 'UNI_melting': 0.014285714285714285, 'UNI_mouth': 0.014285714285714285, 'UNI_flavor': 0.014285714285714285, 'UNI_spices': 0.014285714285714285, 'UNI_explodes': 0.014285714285714285, 'UNI_pita': 0.014285714285714285, 'UNI_bread': 0.014285714285714285, 'UNI_a.k.a': 0.014285714285714285, 'UNI_naan': 0.014285714285714285, 'UNI_excellent': 0.014285714285714285, 'UNI_several': 0.014285714285714285, 'UNI_flavors': 0.014285714285714285, 'UNI_try': 0.014285714285714285, 'UNI_my': 0.014285714285714285, 'UNI_personal': 0.014285714285714285, 'UNI_favotites': 0.014285714285714285, 'UNI_achari': 0.014285714285714285, 'UNI_tikka': 0.02857142857142857, 'UNI_malai': 0.014285714285714285, 'UNI_service': 0.014285714285714285, 'UNI_effecient': 0.014285714285714285, 'UNI_price': 0.014285714285714285, 'UNI_good': 0.014285714285714285, 'UNI_7': 0.014285714285714285, 'UNI_10': 0.014285714285714285, 'UNI_la': 0.014285714285714285, 'UNI_carte': 0.014285714285714285}
positive  	{'Negative Emotion': 0, 'Positive Emotion': 8.771929824561404, 'liwc:positive': 1, 'UNI_what': 0.017543859649122806, 'UNI_experience': 0.017543859649122806, 'UNI_from': 0.017543859649122806, 'UNI_start': 0.017543859649122806, 'UNI_finish': 0.017543859649122806, 'UNI_staff': 0.017543859649122806, 'UNI_attentive': 0.017543859649122806, 'UNI_anticipated': 0.017543859649122806, 'UNI_needs': 0.017543859649122806, 'UNI_the': 0.03508771929824561, 'UNI_hostesses': 0.017543859649122806, 'UNI_pleasant': 0.017543859649122806, 'UNI_bartenders': 0.017543859649122806, 'UNI_engaging': 0.017543859649122806, 'UNI_service': 0.017543859649122806, 'UNI_team': 0.017543859649122806, 'UNI_well': 0.017543859649122806, 'UNI_trained': 0.017543859649122806, 'UNI_articulate': 0.017543859649122806, 'UNI_signature': 0.017543859649122806, 'UNI_room': 0.017543859649122806, 'UNI_martini': 0.017543859649122806, 'UNI_fantastic': 0.017543859649122806, 'UNI_portobello': 0.017543859649122806, 'UNI_frites': 0.017543859649122806, 'UNI_outstanding': 0.017543859649122806, 'UNI_our': 0.017543859649122806, 'UNI_entrees': 0.017543859649122806, 'UNI_prepared': 0.017543859649122806, 'UNI_correctly': 0.017543859649122806, 'UNI_i': 0.05263157894736842, 'UNI_steak': 0.017543859649122806, 'UNI_cooked': 0.017543859649122806, 'UNI_perfection': 0.017543859649122806, 'UNI_they': 0.017543859649122806, 'UNI_even': 0.017543859649122806, 'UNI_prepare': 0.017543859649122806, 'UNI_salad': 0.017543859649122806, 'UNI_right': 0.017543859649122806, 'UNI_front': 0.017543859649122806, 'UNI_tableside': 0.017543859649122806, 'UNI_rolling': 0.017543859649122806, 'UNI_cart': 0.017543859649122806, 'UNI_try': 0.017543859649122806, 'UNI_pistachio': 0.017543859649122806, 'UNI_cream': 0.017543859649122806, 'UNI_cake': 0.017543859649122806, 'UNI_delicious': 0.017543859649122806, 'UNI_found': 0.017543859649122806, 'UNI_new': 0.017543859649122806, 'UNI_favorite': 0.017543859649122806, 'UNI_restaurant': 0.017543859649122806, 'UNI_become': 0.017543859649122806, 'UNI_regular': 0.017543859649122806}
negative  	{'Negative Emotion': 6.0606060606060606, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_service': 0.0625, 'UNI_extremely': 0.03125, 'UNI_rude': 0.03125, 'UNI_virtually': 0.03125, 'UNI_non-existant': 0.03125, 'UNI_took': 0.03125, 'UNI_us': 0.03125, 'UNI_half': 0.03125, 'UNI_hour': 0.03125, 'UNI_order': 0.03125, 'UNI_appetizers': 0.0625, 'UNI_wine': 0.03125, 'UNI_time': 0.03125, 'UNI_4': 0.03125, 'UNI_tables': 0.03125, 'UNI_restaurant': 0.03125, 'UNI_after': 0.03125, 'UNI_arrived': 0.03125, "UNI_n't": 0.03125, 'UNI_see': 0.03125, 'UNI_anyone': 0.03125, 'UNI_i': 0.0625, 'UNI_got': 0.03125, 'UNI_spoke': 0.03125, 'UNI_manager': 0.03125, 'UNI_get': 0.03125, 'UNI_check': 0.03125, 'UNI_bad': 0.03125, 'UNI_inexcusable': 0.03125}
negative  	{'Negative Emotion': 2.608695652173913, 'Positive Emotion': 2.608695652173913, 'liwc:negative': 1, 'UNI_i': 0.017391304347826087, 'UNI_would': 0.02608695652173913, 'UNI_like': 0.008695652173913044, 'UNI_think': 0.008695652173913044, 'UNI_go': 0.017391304347826087, 'UNI_dinner': 0.008695652173913044, 'UNI_insulted': 0.017391304347826087, 'UNI_server': 0.02608695652173913, 'UNI_we': 0.05217391304347826, 'UNI_rude': 0.008695652173913044, 'UNI_us': 0.034782608695652174, 'UNI_first': 0.008695652173913044, 'UNI_minute': 0.008695652173913044, 'UNI_walked': 0.008695652173913044, 'UNI_asked': 0.02608695652173913, 'UNI_move': 0.017391304347826087, 'UNI_front': 0.008695652173913044, 'UNI_door': 0.008695652173913044, 'UNI_bar': 0.008695652173913044, 'UNI_the': 0.02608695652173913, 'UNI_restaurant': 0.017391304347826087, 'UNI_busy': 0.017391304347826087, 'UNI_way': 0.017391304347826087, 'UNI_talked': 0.008695652173913044, 'UNI_took': 0.017391304347826087, 'UNI_offence': 0.008695652173913044, 'UNI_received': 0.008695652173913044, 'UNI_drinks': 0.008695652173913044, 'UNI_20': 0.008695652173913044, 'UNI_minutes': 0.008695652173913044, 'UNI_ordered': 0.017391304347826087, 'UNI_taking': 0.008695652173913044, 'UNI_long': 0.008695652173913044, 'UNI_snapped': 0.008695652173913044, 'UNI_telling': 0.008695652173913044, 'UNI_bin': 0.02608695652173913, 'UNI_things': 0.017391304347826087, 'UNI_around': 0.008695652173913044, 'UNI_tapas': 0.008695652173913044, 'UNI_should': 0.017391304347826087, 'UNI_called': 0.008695652173913044, 'UNI_crapas': 0.008695652173913044, 'UNI_food': 0.02608695652173913, 'UNI_forever': 0.008695652173913044, 'UNI_came': 0.008695652173913044, 'UNI_30': 0.008695652173913044, 'UNI_min': 0.008695652173913044, 'UNI_intervals': 0.008695652173913044, 'UNI_blonde': 0.008695652173913044, 'UNI_cook': 0.008695652173913044, 'UNI_angry': 0.008695652173913044, 'UNI_drinking': 0.017391304347826087, 'UNI_job': 0.008695652173913044, 'UNI_put': 0.008695652173913044, 'UNI_effort': 0.008695652173913044, 'UNI_instead': 0.008695652173913044, 'UNI_they': 0.008695652173913044, 'UNI_screwed': 0.008695652173913044, 'UNI_order': 0.008695652173913044, 'UNI_twice': 0.008695652173913044, 'UNI_managed': 0.008695652173913044, 'UNI_charge': 0.008695652173913044, 'UNI_even': 0.008695652173913044, 'UNI_eat': 0.017391304347826087, 'UNI_told': 0.008695652173913044, 'UNI_good': 0.008695652173913044, 'UNI_say': 0.008695652173913044, 'UNI_s': 0.008695652173913044, 'UNI_what': 0.008695652173913044, 'UNI_crime': 0.008695652173913044, "UNI_n't": 0.008695652173913044, 'UNI_rip': 0.008695652173913044, 'UNI_service': 0.008695652173913044, 'UNI_horrible': 0.008695652173913044, 'UNI_phoned': 0.008695652173913044, 'UNI_complain': 0.008695652173913044, 'UNI_doubt': 0.008695652173913044, 'UNI_anything': 0.008695652173913044, 'UNI_there': 0.008695652173913044, 'UNI_better': 0.008695652173913044, 'UNI_one': 0.008695652173913044, 'UNI_block': 0.008695652173913044}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 3.8461538461538463, 'liwc:positive': 1, 'UNI_looks': 0.038461538461538464, 'UNI_like': 0.038461538461538464, 'UNI_ms': 0.038461538461538464, 'UNI_nikhila': 0.07692307692307693, 'UNI_bedi': 0.038461538461538464, 'UNI_got': 0.038461538461538464, 'UNI_share': 0.038461538461538464, 'UNI_attention': 0.038461538461538464, 'UNI_owner': 0.038461538461538464, 'UNI_whats': 0.038461538461538464, 'UNI_new..thats': 0.038461538461538464, 'UNI_excatly': 0.038461538461538464, 'UNI_i': 0.038461538461538464, 'UNI_mentioned': 0.038461538461538464, 'UNI_word': 0.038461538461538464, 'UNI_womanising': 0.038461538461538464, 'UNI_thats': 0.038461538461538464, 'UNI_right': 0.038461538461538464, 'UNI_so': 0.038461538461538464, 'UNI_paid': 0.038461538461538464, 'UNI_review': 0.038461538461538464, 'UNI_kind': 0.038461538461538464, 'UNI_wont': 0.038461538461538464, 'UNI_surprised': 0.038461538461538464, 'UNI_hehehehe': 0.038461538461538464}
negative  	{'Negative Emotion': 5.185185185185185, 'Positive Emotion': 4.444444444444445, 'liwc:negative': 1, 'UNI_too': 0.007407407407407408, 'UNI_bad': 0.007407407407407408, 'UNI_site': 0.007407407407407408, 'UNI_offer': 0.014814814814814815, 'UNI_negative': 0.007407407407407408, 'UNI_rating': 0.007407407407407408, 'UNI_the': 0.044444444444444446, 'UNI_entire': 0.007407407407407408, 'UNI_table': 0.022222222222222223, 'UNI_chose': 0.007407407407407408, 'UNI_order': 0.02962962962962963, 'UNI_buffet': 0.014814814814814815, 'UNI_nearly': 0.007407407407407408, 'UNI_empty': 0.007407407407407408, 'UNI_food': 0.02962962962962963, 'UNI_lighting': 0.007407407407407408, 'UNI_horrible': 0.022222222222222223, 'UNI_i': 0.02962962962962963, 'UNI_exaggerating': 0.007407407407407408, 'UNI_say': 0.014814814814814815, 'UNI_could': 0.007407407407407408, 'UNI_barely': 0.007407407407407408, 'UNI_see': 0.007407407407407408, 'UNI_trays': 0.007407407407407408, 'UNI_abyssmal': 0.007407407407407408, 'UNI_greasy': 0.022222222222222223, 'UNI_rice': 0.007407407407407408, 'UNI_tough': 0.007407407407407408, 'UNI_gristle': 0.007407407407407408, 'UNI_waitress': 0.037037037037037035, 'UNI_unpleasant': 0.007407407407407408, 'UNI_inattentive': 0.007407407407407408, 'UNI_restaurant': 0.007407407407407408, 'UNI_busy': 0.007407407407407408, 'UNI_excuse': 0.007407407407407408, 'UNI_poor': 0.007407407407407408, 'UNI_service': 0.014814814814814815, 'UNI_specifically': 0.007407407407407408, 'UNI_got': 0.007407407407407408, 'UNI_went': 0.014814814814814815, 'UNI_find': 0.007407407407407408, 'UNI_take': 0.02962962962962963, 'UNI_drink': 0.007407407407407408, 'UNI_least': 0.007407407407407408, 'UNI_come': 0.014814814814814815, 'UNI_told': 0.007407407407407408, 'UNI_manager': 0.007407407407407408, 'UNI_woman': 0.007407407407407408, 'UNI_spoke': 0.007407407407407408, "UNI_n't": 0.007407407407407408, 'UNI_that': 0.007407407407407408, 'UNI_matter': 0.007407407407407408, 'UNI_good': 0.007407407407407408, 'UNI_staffing': 0.007407407407407408, 'UNI_knows': 0.007407407407407408, 'UNI_okay': 0.007407407407407408, 'UNI_send': 0.007407407407407408, 'UNI_someone': 0.007407407407407408, 'UNI_when': 0.007407407407407408, 'UNI_flippant': 0.007407407407407408, 'UNI_sloshed': 0.007407407407407408, 'UNI_drinks': 0.007407407407407408, 'UNI_after': 0.007407407407407408, 'UNI_complaining': 0.007407407407407408, 'UNI_owner': 0.007407407407407408, 'UNI_would': 0.007407407407407408, 'UNI_back': 0.007407407407407408, 'UNI_apologize': 0.007407407407407408, 'UNI_anything': 0.007407407407407408, 'UNI_bill': 0.007407407407407408, 'UNI_said': 0.007407407407407408, 'UNI_choice': 0.007407407407407408, 'UNI_an': 0.007407407407407408, 'UNI_absolutely': 0.007407407407407408, 'UNI_dining': 0.014814814814814815, 'UNI_experience': 0.014814814814814815, 'UNI_shame': 0.007407407407407408, 'UNI_celebrate': 0.007407407407407408, 'UNI_one': 0.007407407407407408, 'UNI_birthdays': 0.007407407407407408, 'UNI_lived': 0.007407407407407408, 'UNI_morgantown': 0.007407407407407408, 'UNI_16': 0.007407407407407408, 'UNI_years': 0.007407407407407408, 'UNI_dined': 0.007407407407407408, 'UNI_many': 0.007407407407407408, 'UNI_fine': 0.014814814814814815, 'UNI_restaurants': 0.007407407407407408, 'UNI_this': 0.007407407407407408, 'UNI_easily': 0.007407407407407408, 'UNI_worst': 0.007407407407407408, 'UNI_best': 0.007407407407407408, 'UNI_advice': 0.007407407407407408, 'UNI_run': 0.007407407407407408, 'UNI_do': 0.007407407407407408, 'UNI_not': 0.007407407407407408, 'UNI_walk': 0.007407407407407408, 'UNI_away': 0.007407407407407408, 'UNI_rude': 0.007407407407407408}
